employee_id,module,function_name,view_name,path,timestamp,time_slot
user10,Inventory,Warehouses,update,/inventory/warehouses/update,2024-12-03 11:24:00,11
user9,Production,Production Order,list,/production/production_order/list,2024-05-31 07:15:00,7
user10,Inventory,Goods Issue,list,/inventory/goods_issue/list,2024-12-11 17:04:00,17
user3,Sale,Quotation,list,/sale/quotation/list,2024-08-14 08:33:00,8
user6,Inventory,Goods Receipt,detail,/inventory/goods_receipt/detail,2024-07-26 07:43:00,7
user2,Inventory,Goods Issue,detail,/inventory/goods_issue/detail,2024-09-06 08:10:00,8
user1,Production,Production BOM,update,/production/production_bom/update,2024-07-29 17:59:00,17
user10,Production,Production Report,update,/production/production_report/update,2024-04-14 16:21:00,16
user10,Inventory,Warehouses,detail,/inventory/warehouses/detail,2024-12-11 08:25:00,8
user1,Purchase,AP Invoice,detail,/purchase/ap_invoice/detail,2024-06-19 08:08:00,8
user7,Sale,Opportunity,detail,/sale/opportunity/detail,2024-04-13 12:39:00,12
user4,Inventory,Goods Issue,list,/inventory/goods_issue/list,2024-06-12 09:45:00,9
user2,Sale,Opportunity,list,/sale/opportunity/list,2024-11-28 18:20:00,18
user5,Sale,Opportunity,update,/sale/opportunity/update,2024-07-17 07:52:00,7
user1,Purchase,Purchase Order,create,/purchase/purchase_order/create,2024-02-22 16:25:00,16
user2,Production,Production Order,detail,/production/production_order/detail,2024-10-25 09:36:00,9
user6,Sale,Opportunity,detail,/sale/opportunity/detail,2024-05-02 13:40:00,13
user8,Sale,Quotation,update,/sale/quotation/update,2024-12-18 13:28:00,13
user4,Purchase,Purchase Request,list,/purchase/purchase_request/list,2024-08-14 11:49:00,11
user4,Sale,Sale Order,list,/sale/sale_order/list,2024-12-29 09:20:00,9
user2,Inventory,Goods Receipt,update,/inventory/goods_receipt/update,2024-08-08 18:37:00,18
user10,Production,Production Report,update,/production/production_report/update,2024-01-06 17:24:00,17
user8,Inventory,Goods Issue,create,/inventory/goods_issue/create,2024-01-09 17:13:00,17
user4,Sale,Quotation,create,/sale/quotation/create,2024-08-05 07:37:00,7
user3,Purchase,Purchase Order,create,/purchase/purchase_order/create,2024-01-14 16:54:00,16
user7,Sale,Quotation,list,/sale/quotation/list,2024-02-21 14:05:00,14
user2,Inventory,Goods Issue,create,/inventory/goods_issue/create,2024-06-29 12:30:00,12
user2,Purchase,Purchase Request,create,/purchase/purchase_request/create,2024-05-25 08:27:00,8
user3,Sale,Quotation,create,/sale/quotation/create,2024-04-11 14:39:00,14
user7,Sale,Opportunity,detail,/sale/opportunity/detail,2024-04-09 07:37:00,7
user4,Sale,Quotation,update,/sale/quotation/update,2024-03-07 08:59:00,8
user5,Inventory,Goods Receipt,list,/inventory/goods_receipt/list,2024-06-18 10:22:00,10
user1,Production,Production BOM,detail,/production/production_bom/detail,2024-02-15 10:41:00,10
user7,Production,Production Report,update,/production/production_report/update,2024-03-03 12:28:00,12
user2,Sale,Quotation,detail,/sale/quotation/detail,2024-07-21 15:33:00,15
user4,Inventory,Warehouses,update,/inventory/warehouses/update,2024-06-22 07:55:00,7
user10,Sale,Sale Order,detail,/sale/sale_order/detail,2024-08-11 10:42:00,10
user10,Production,Production BOM,create,/production/production_bom/create,2024-09-30 10:42:00,10
user4,Sale,Quotation,create,/sale/quotation/create,2024-09-13 17:23:00,17
user7,Purchase,Purchase Order,detail,/purchase/purchase_order/detail,2024-09-26 15:10:00,15
user3,Purchase,Purchase Order,list,/purchase/purchase_order/list,2024-09-19 16:54:00,16
user8,Purchase,Purchase Request,create,/purchase/purchase_request/create,2024-12-21 14:17:00,14
user8,Inventory,Goods Issue,update,/inventory/goods_issue/update,2024-07-31 09:36:00,9
user5,Production,Production BOM,detail,/production/production_bom/detail,2024-06-28 15:52:00,15
user6,Sale,Quotation,create,/sale/quotation/create,2024-08-05 18:36:00,18
user8,Purchase,Purchase Request,detail,/purchase/purchase_request/detail,2024-02-22 07:39:00,7
user10,Sale,Quotation,detail,/sale/quotation/detail,2024-06-17 08:11:00,8
user1,Production,Production Order,list,/production/production_order/list,2024-01-26 14:35:00,14
user8,Purchase,Purchase Order,update,/purchase/purchase_order/update,2024-09-05 13:49:00,13
user9,Inventory,Goods Receipt,list,/inventory/goods_receipt/list,2024-01-01 08:42:00,8
user6,Purchase,Purchase Request,update,/purchase/purchase_request/update,2024-01-22 12:24:00,12
user4,Inventory,Goods Receipt,detail,/inventory/goods_receipt/detail,2024-04-10 10:27:00,10
user2,Production,Production Order,create,/production/production_order/create,2024-12-26 17:01:00,17
user1,Production,Production Report,update,/production/production_report/update,2024-06-10 18:34:00,18
user9,Purchase,AP Invoice,update,/purchase/ap_invoice/update,2024-12-15 09:17:00,9
user6,Purchase,Purchase Order,update,/purchase/purchase_order/update,2024-07-14 18:58:00,18
user8,Purchase,Purchase Request,create,/purchase/purchase_request/create,2024-04-09 09:08:00,9
user9,Inventory,Goods Receipt,create,/inventory/goods_receipt/create,2024-09-06 10:00:00,10
user9,Production,Production BOM,update,/production/production_bom/update,2024-11-22 07:43:00,7
user1,Inventory,Goods Issue,detail,/inventory/goods_issue/detail,2024-05-31 09:27:00,9
user9,Sale,Quotation,create,/sale/quotation/create,2024-07-26 09:47:00,9
user2,Inventory,Goods Issue,create,/inventory/goods_issue/create,2024-07-23 08:24:00,8
user1,Sale,Quotation,list,/sale/quotation/list,2024-05-31 12:13:00,12
user2,Production,Production BOM,update,/production/production_bom/update,2024-02-08 08:55:00,8
user8,Sale,Opportunity,detail,/sale/opportunity/detail,2024-10-25 09:43:00,9
user1,Purchase,Purchase Order,create,/purchase/purchase_order/create,2024-04-19 16:26:00,16
user1,Inventory,Goods Receipt,detail,/inventory/goods_receipt/detail,2024-01-18 15:47:00,15
user6,Inventory,Goods Issue,update,/inventory/goods_issue/update,2024-06-27 07:47:00,7
user9,Sale,Quotation,update,/sale/quotation/update,2024-08-05 09:06:00,9
user5,Purchase,Purchase Request,list,/purchase/purchase_request/list,2024-08-22 17:39:00,17
user4,Sale,Sale Order,update,/sale/sale_order/update,2024-03-23 09:05:00,9
user4,Sale,Sale Order,update,/sale/sale_order/update,2024-07-27 11:48:00,11
user4,Sale,Quotation,update,/sale/quotation/update,2024-02-02 09:54:00,9
user8,Purchase,AP Invoice,detail,/purchase/ap_invoice/detail,2024-03-14 17:39:00,17
user5,Production,Production Report,update,/production/production_report/update,2024-12-08 14:02:00,14
user3,Production,Production Order,detail,/production/production_order/detail,2024-11-19 18:05:00,18
user1,Production,Production BOM,create,/production/production_bom/create,2024-11-08 15:50:00,15
user3,Sale,Sale Order,create,/sale/sale_order/create,2024-12-22 07:38:00,7
user1,Purchase,Purchase Order,list,/purchase/purchase_order/list,2024-02-23 13:40:00,13
user7,Sale,Opportunity,create,/sale/opportunity/create,2024-11-15 13:33:00,13
user7,Inventory,Goods Receipt,create,/inventory/goods_receipt/create,2024-04-22 11:08:00,11
user10,Purchase,Purchase Request,detail,/purchase/purchase_request/detail,2024-01-14 08:42:00,8
user3,Production,Production Order,list,/production/production_order/list,2024-12-12 08:13:00,8
user3,Purchase,Purchase Order,update,/purchase/purchase_order/update,2024-01-07 12:34:00,12
user1,Purchase,Purchase Request,update,/purchase/purchase_request/update,2024-07-20 13:04:00,13
user5,Production,Production BOM,list,/production/production_bom/list,2024-04-15 08:26:00,8
user8,Sale,Sale Order,update,/sale/sale_order/update,2024-06-08 18:25:00,18
user10,Inventory,Goods Receipt,list,/inventory/goods_receipt/list,2024-01-18 14:53:00,14
user9,Production,Production Report,create,/production/production_report/create,2024-11-20 16:19:00,16
user4,Production,Production Report,create,/production/production_report/create,2024-12-16 15:11:00,15
user8,Purchase,Purchase Request,detail,/purchase/purchase_request/detail,2024-02-15 14:26:00,14
user9,Inventory,Goods Issue,update,/inventory/goods_issue/update,2024-12-27 12:40:00,12
user2,Purchase,Purchase Order,detail,/purchase/purchase_order/detail,2024-09-19 18:24:00,18
user4,Purchase,Purchase Request,list,/purchase/purchase_request/list,2024-12-29 07:46:00,7
user4,Production,Production Report,detail,/production/production_report/detail,2024-06-19 09:11:00,9
user4,Purchase,Purchase Request,detail,/purchase/purchase_request/detail,2024-02-22 15:55:00,15
user1,Purchase,Purchase Order,create,/purchase/purchase_order/create,2024-03-20 11:19:00,11
user7,Sale,Opportunity,update,/sale/opportunity/update,2024-07-31 08:26:00,8
user6,Production,Production Order,list,/production/production_order/list,2024-12-16 07:03:00,7
user5,Sale,Sale Order,detail,/sale/sale_order/detail,2024-10-26 12:11:00,12
user9,Inventory,Goods Receipt,update,/inventory/goods_receipt/update,2024-11-29 08:11:00,8
user10,Production,Production Order,update,/production/production_order/update,2024-07-23 14:35:00,14
user2,Production,Production Report,detail,/production/production_report/detail,2024-12-29 11:15:00,11
user6,Sale,Quotation,detail,/sale/quotation/detail,2024-08-27 16:42:00,16
user4,Sale,Sale Order,list,/sale/sale_order/list,2024-11-09 12:37:00,12
user3,Production,Production BOM,list,/production/production_bom/list,2024-08-16 16:09:00,16
user2,Production,Production Report,list,/production/production_report/list,2024-10-21 14:35:00,14
user6,Production,Production Order,create,/production/production_order/create,2024-02-21 18:50:00,18
user6,Inventory,Goods Issue,update,/inventory/goods_issue/update,2024-01-12 08:41:00,8
user4,Purchase,Purchase Request,list,/purchase/purchase_request/list,2024-12-08 14:39:00,14
user4,Sale,Sale Order,detail,/sale/sale_order/detail,2024-04-27 12:24:00,12
user3,Production,Production Order,detail,/production/production_order/detail,2024-11-26 07:21:00,7
user1,Inventory,Warehouses,update,/inventory/warehouses/update,2024-11-26 13:13:00,13
user5,Production,Production Report,detail,/production/production_report/detail,2024-05-09 07:49:00,7
user7,Purchase,AP Invoice,update,/purchase/ap_invoice/update,2024-11-10 11:49:00,11
user9,Inventory,Goods Receipt,update,/inventory/goods_receipt/update,2024-03-22 11:13:00,11
user7,Production,Production Report,detail,/production/production_report/detail,2024-10-31 07:23:00,7
user1,Purchase,AP Invoice,list,/purchase/ap_invoice/list,2024-10-10 13:52:00,13
user10,Purchase,AP Invoice,update,/purchase/ap_invoice/update,2024-04-25 07:11:00,7
user4,Sale,Opportunity,list,/sale/opportunity/list,2024-03-04 08:03:00,8
user2,Inventory,Goods Issue,detail,/inventory/goods_issue/detail,2024-02-19 07:23:00,7
user6,Purchase,Purchase Request,create,/purchase/purchase_request/create,2024-03-31 13:31:00,13
user3,Inventory,Goods Issue,detail,/inventory/goods_issue/detail,2024-07-19 08:01:00,8
user2,Inventory,Warehouses,detail,/inventory/warehouses/detail,2024-06-13 07:56:00,7
user8,Production,Production Report,list,/production/production_report/list,2024-01-11 18:26:00,18
user3,Sale,Sale Order,update,/sale/sale_order/update,2024-06-04 11:20:00,11
user2,Purchase,Purchase Request,create,/purchase/purchase_request/create,2024-09-21 08:37:00,8
user1,Production,Production BOM,create,/production/production_bom/create,2024-07-19 09:48:00,9
user1,Production,Production Report,create,/production/production_report/create,2024-09-22 12:12:00,12
user3,Purchase,AP Invoice,list,/purchase/ap_invoice/list,2024-12-03 09:14:00,9
user8,Purchase,Purchase Order,update,/purchase/purchase_order/update,2024-08-06 13:10:00,13
user9,Purchase,Purchase Request,create,/purchase/purchase_request/create,2024-06-14 16:12:00,16
user10,Production,Production Order,detail,/production/production_order/detail,2024-04-07 08:41:00,8
user7,Sale,Opportunity,list,/sale/opportunity/list,2024-07-05 18:01:00,18
user1,Production,Production BOM,list,/production/production_bom/list,2024-01-27 18:38:00,18
user7,Production,Production Order,detail,/production/production_order/detail,2024-05-08 18:20:00,18
user3,Production,Production BOM,update,/production/production_bom/update,2024-05-12 11:30:00,11
user8,Sale,Quotation,update,/sale/quotation/update,2024-01-30 14:30:00,14
user8,Sale,Opportunity,list,/sale/opportunity/list,2024-01-02 07:25:00,7
user1,Production,Production BOM,update,/production/production_bom/update,2024-01-18 13:20:00,13
user4,Production,Production BOM,create,/production/production_bom/create,2024-03-03 14:59:00,14
user7,Production,Production Order,detail,/production/production_order/detail,2024-08-26 13:17:00,13
user2,Sale,Opportunity,detail,/sale/opportunity/detail,2024-11-21 08:17:00,8
user4,Purchase,Purchase Order,create,/purchase/purchase_order/create,2024-11-29 15:05:00,15
user5,Production,Production BOM,list,/production/production_bom/list,2024-02-11 11:45:00,11
user8,Production,Production Order,list,/production/production_order/list,2024-10-16 14:40:00,14
user1,Sale,Opportunity,create,/sale/opportunity/create,2024-12-30 14:13:00,14
user10,Purchase,Purchase Request,update,/purchase/purchase_request/update,2024-07-26 07:01:00,7
user3,Inventory,Goods Issue,update,/inventory/goods_issue/update,2024-07-22 16:22:00,16
user3,Purchase,Purchase Request,update,/purchase/purchase_request/update,2024-03-28 07:58:00,7
user2,Inventory,Goods Receipt,update,/inventory/goods_receipt/update,2024-09-24 15:56:00,15
user8,Inventory,Warehouses,list,/inventory/warehouses/list,2024-07-14 12:54:00,12
user5,Purchase,Purchase Request,create,/purchase/purchase_request/create,2024-10-19 07:21:00,7
user7,Production,Production BOM,update,/production/production_bom/update,2024-10-19 15:31:00,15
user7,Production,Production Report,update,/production/production_report/update,2024-03-16 17:04:00,17
user6,Production,Production BOM,update,/production/production_bom/update,2024-09-27 12:07:00,12
user8,Production,Production Order,detail,/production/production_order/detail,2024-11-29 09:49:00,9
user4,Production,Production BOM,update,/production/production_bom/update,2024-06-27 15:28:00,15
user6,Production,Production Report,create,/production/production_report/create,2024-04-02 12:35:00,12
user3,Sale,Opportunity,list,/sale/opportunity/list,2024-07-18 18:57:00,18
user1,Purchase,Purchase Order,detail,/purchase/purchase_order/detail,2024-03-12 16:50:00,16
user10,Sale,Sale Order,create,/sale/sale_order/create,2024-07-11 07:17:00,7
user5,Inventory,Warehouses,create,/inventory/warehouses/create,2024-04-25 14:53:00,14
user8,Production,Production Report,list,/production/production_report/list,2024-07-25 13:35:00,13
user3,Production,Production BOM,update,/production/production_bom/update,2024-10-06 16:24:00,16
user3,Sale,Sale Order,update,/sale/sale_order/update,2024-12-10 17:23:00,17
user10,Inventory,Warehouses,create,/inventory/warehouses/create,2024-05-21 15:38:00,15
user2,Purchase,Purchase Request,detail,/purchase/purchase_request/detail,2024-07-09 12:01:00,12
user5,Production,Production Order,detail,/production/production_order/detail,2024-07-06 18:01:00,18
user7,Inventory,Warehouses,create,/inventory/warehouses/create,2024-03-08 11:13:00,11
user1,Sale,Quotation,create,/sale/quotation/create,2024-01-31 11:46:00,11
user3,Production,Production Order,update,/production/production_order/update,2024-06-09 07:31:00,7
user4,Purchase,Purchase Request,list,/purchase/purchase_request/list,2024-01-09 15:11:00,15
user9,Purchase,Purchase Request,create,/purchase/purchase_request/create,2024-02-01 16:22:00,16
user9,Inventory,Warehouses,list,/inventory/warehouses/list,2024-03-10 10:58:00,10
user4,Inventory,Goods Issue,detail,/inventory/goods_issue/detail,2024-05-26 08:36:00,8
user6,Sale,Quotation,create,/sale/quotation/create,2024-05-30 18:31:00,18
user8,Production,Production Report,create,/production/production_report/create,2024-05-06 07:16:00,7
user7,Inventory,Goods Issue,update,/inventory/goods_issue/update,2024-06-02 10:04:00,10
user2,Purchase,Purchase Request,list,/purchase/purchase_request/list,2024-09-07 09:52:00,9
user5,Sale,Opportunity,create,/sale/opportunity/create,2024-02-20 13:43:00,13
user9,Sale,Opportunity,list,/sale/opportunity/list,2024-10-07 10:37:00,10
user9,Inventory,Warehouses,list,/inventory/warehouses/list,2024-02-19 12:50:00,12
user8,Purchase,AP Invoice,detail,/purchase/ap_invoice/detail,2024-04-21 15:07:00,15
user2,Purchase,AP Invoice,detail,/purchase/ap_invoice/detail,2024-03-29 10:14:00,10
user6,Production,Production Report,update,/production/production_report/update,2024-11-08 14:27:00,14
user1,Purchase,AP Invoice,detail,/purchase/ap_invoice/detail,2024-03-14 10:55:00,10
user1,Sale,Sale Order,update,/sale/sale_order/update,2024-02-20 10:42:00,10
user6,Inventory,Goods Issue,update,/inventory/goods_issue/update,2024-09-14 10:42:00,10
user7,Production,Production Order,create,/production/production_order/create,2024-05-11 11:00:00,11
user4,Sale,Quotation,detail,/sale/quotation/detail,2024-08-03 18:31:00,18
user10,Purchase,Purchase Request,list,/purchase/purchase_request/list,2024-03-31 07:47:00,7
user9,Purchase,AP Invoice,create,/purchase/ap_invoice/create,2024-05-10 16:43:00,16
user3,Production,Production BOM,detail,/production/production_bom/detail,2024-02-15 17:26:00,17
user6,Purchase,Purchase Request,update,/purchase/purchase_request/update,2024-01-21 12:04:00,12
user4,Sale,Quotation,update,/sale/quotation/update,2024-04-23 14:26:00,14
user4,Sale,Sale Order,update,/sale/sale_order/update,2024-05-29 18:05:00,18
user2,Sale,Sale Order,create,/sale/sale_order/create,2024-01-29 11:48:00,11
user1,Production,Production Order,detail,/production/production_order/detail,2024-01-13 09:31:00,9
user4,Production,Production Order,detail,/production/production_order/detail,2024-12-10 10:48:00,10
user6,Production,Production Report,list,/production/production_report/list,2024-06-28 10:42:00,10
user8,Production,Production BOM,update,/production/production_bom/update,2024-05-04 17:41:00,17
user4,Sale,Sale Order,list,/sale/sale_order/list,2024-02-11 09:14:00,9
user5,Sale,Quotation,create,/sale/quotation/create,2024-02-19 11:19:00,11
user6,Production,Production Report,detail,/production/production_report/detail,2024-07-03 17:03:00,17
user8,Sale,Sale Order,list,/sale/sale_order/list,2024-06-12 11:50:00,11
user7,Sale,Opportunity,detail,/sale/opportunity/detail,2024-07-22 18:57:00,18
user2,Purchase,Purchase Order,list,/purchase/purchase_order/list,2024-10-24 12:17:00,12
user9,Sale,Sale Order,list,/sale/sale_order/list,2024-10-10 09:39:00,9
user7,Purchase,Purchase Request,create,/purchase/purchase_request/create,2024-06-29 16:49:00,16
user1,Inventory,Goods Issue,detail,/inventory/goods_issue/detail,2024-02-16 10:44:00,10
user9,Sale,Sale Order,list,/sale/sale_order/list,2024-08-04 17:03:00,17
user8,Inventory,Goods Issue,list,/inventory/goods_issue/list,2024-06-18 18:11:00,18
user4,Inventory,Warehouses,update,/inventory/warehouses/update,2024-01-07 07:47:00,7
user4,Production,Production Report,list,/production/production_report/list,2024-03-06 15:18:00,15
user4,Inventory,Goods Issue,list,/inventory/goods_issue/list,2024-04-22 09:45:00,9
user2,Sale,Quotation,detail,/sale/quotation/detail,2024-09-01 08:37:00,8
user3,Production,Production Report,list,/production/production_report/list,2024-02-13 15:32:00,15
user1,Inventory,Goods Receipt,create,/inventory/goods_receipt/create,2024-03-31 15:39:00,15
user2,Purchase,Purchase Request,list,/purchase/purchase_request/list,2024-11-05 07:23:00,7
user9,Sale,Quotation,detail,/sale/quotation/detail,2024-08-01 14:27:00,14
user3,Purchase,Purchase Request,update,/purchase/purchase_request/update,2024-11-24 15:09:00,15
user10,Purchase,AP Invoice,create,/purchase/ap_invoice/create,2024-05-01 07:46:00,7
user4,Production,Production Report,detail,/production/production_report/detail,2024-05-30 13:41:00,13
user3,Purchase,AP Invoice,detail,/purchase/ap_invoice/detail,2024-08-01 09:20:00,9
user3,Sale,Sale Order,list,/sale/sale_order/list,2024-05-09 12:51:00,12
user4,Production,Production Order,update,/production/production_order/update,2024-04-08 13:26:00,13
user9,Sale,Opportunity,detail,/sale/opportunity/detail,2024-05-26 10:01:00,10
user4,Inventory,Warehouses,create,/inventory/warehouses/create,2024-02-19 18:17:00,18
user2,Inventory,Goods Receipt,update,/inventory/goods_receipt/update,2024-05-07 18:58:00,18
user9,Inventory,Goods Issue,list,/inventory/goods_issue/list,2024-05-28 15:42:00,15
user3,Production,Production Order,detail,/production/production_order/detail,2024-11-21 07:26:00,7
user10,Inventory,Goods Receipt,detail,/inventory/goods_receipt/detail,2024-12-10 08:55:00,8
user10,Purchase,Purchase Request,update,/purchase/purchase_request/update,2024-08-25 07:23:00,7
user2,Sale,Opportunity,detail,/sale/opportunity/detail,2024-08-25 11:37:00,11
user9,Sale,Opportunity,update,/sale/opportunity/update,2024-03-03 17:41:00,17
user10,Sale,Opportunity,update,/sale/opportunity/update,2024-01-17 14:27:00,14
user7,Production,Production Report,detail,/production/production_report/detail,2024-05-22 11:43:00,11
user7,Production,Production Report,create,/production/production_report/create,2024-08-28 11:24:00,11
user2,Sale,Sale Order,list,/sale/sale_order/list,2024-06-02 08:49:00,8
user3,Purchase,Purchase Request,update,/purchase/purchase_request/update,2024-10-09 10:16:00,10
user5,Purchase,Purchase Request,detail,/purchase/purchase_request/detail,2024-10-18 17:12:00,17
user4,Production,Production BOM,create,/production/production_bom/create,2024-01-19 16:10:00,16
user9,Production,Production BOM,create,/production/production_bom/create,2024-10-04 12:14:00,12
user6,Production,Production Order,detail,/production/production_order/detail,2024-04-08 12:20:00,12
user4,Purchase,Purchase Order,detail,/purchase/purchase_order/detail,2024-10-12 18:49:00,18
user7,Production,Production Order,create,/production/production_order/create,2024-11-06 11:24:00,11
user6,Purchase,Purchase Order,detail,/purchase/purchase_order/detail,2024-10-15 07:16:00,7
user8,Purchase,AP Invoice,update,/purchase/ap_invoice/update,2024-11-07 11:37:00,11
user7,Sale,Opportunity,detail,/sale/opportunity/detail,2024-06-25 15:54:00,15
user1,Inventory,Goods Receipt,detail,/inventory/goods_receipt/detail,2024-09-28 17:33:00,17
user2,Inventory,Goods Receipt,update,/inventory/goods_receipt/update,2024-10-22 14:16:00,14
user3,Sale,Quotation,list,/sale/quotation/list,2024-12-15 16:26:00,16
user1,Inventory,Warehouses,detail,/inventory/warehouses/detail,2024-04-25 18:10:00,18
user10,Sale,Sale Order,list,/sale/sale_order/list,2024-04-29 16:16:00,16
user4,Inventory,Goods Issue,detail,/inventory/goods_issue/detail,2024-06-06 07:56:00,7
user10,Purchase,AP Invoice,create,/purchase/ap_invoice/create,2024-05-19 09:12:00,9
user6,Inventory,Goods Receipt,update,/inventory/goods_receipt/update,2024-12-19 08:13:00,8
user3,Sale,Opportunity,detail,/sale/opportunity/detail,2024-02-21 14:56:00,14
user6,Sale,Quotation,detail,/sale/quotation/detail,2024-11-18 14:17:00,14
user4,Sale,Sale Order,list,/sale/sale_order/list,2024-04-15 16:13:00,16
user7,Purchase,Purchase Order,create,/purchase/purchase_order/create,2024-08-19 16:38:00,16
user4,Purchase,Purchase Request,create,/purchase/purchase_request/create,2024-09-06 07:02:00,7
user3,Production,Production Order,update,/production/production_order/update,2024-06-12 08:43:00,8
user5,Purchase,Purchase Order,create,/purchase/purchase_order/create,2024-06-29 10:34:00,10
user10,Production,Production Order,list,/production/production_order/list,2024-10-21 14:46:00,14
user7,Purchase,Purchase Order,detail,/purchase/purchase_order/detail,2024-03-25 18:30:00,18
user6,Sale,Opportunity,list,/sale/opportunity/list,2024-08-09 11:40:00,11
user7,Sale,Opportunity,update,/sale/opportunity/update,2024-07-30 09:12:00,9
user6,Sale,Sale Order,detail,/sale/sale_order/detail,2024-06-06 14:22:00,14
user3,Inventory,Goods Issue,create,/inventory/goods_issue/create,2024-10-26 16:00:00,16
user3,Sale,Quotation,list,/sale/quotation/list,2024-10-15 15:56:00,15
user10,Inventory,Goods Receipt,list,/inventory/goods_receipt/list,2024-12-25 11:30:00,11
user2,Sale,Opportunity,detail,/sale/opportunity/detail,2024-01-06 07:56:00,7
user8,Inventory,Goods Receipt,detail,/inventory/goods_receipt/detail,2024-12-22 11:28:00,11
user10,Inventory,Warehouses,detail,/inventory/warehouses/detail,2024-07-08 07:29:00,7
user8,Sale,Sale Order,update,/sale/sale_order/update,2024-01-10 13:24:00,13
user2,Purchase,Purchase Order,create,/purchase/purchase_order/create,2024-01-18 13:49:00,13
user9,Purchase,Purchase Order,list,/purchase/purchase_order/list,2024-11-09 14:19:00,14
user6,Purchase,AP Invoice,list,/purchase/ap_invoice/list,2024-09-22 17:24:00,17
user8,Sale,Opportunity,list,/sale/opportunity/list,2024-11-06 15:51:00,15
user6,Sale,Opportunity,list,/sale/opportunity/list,2024-03-25 11:35:00,11
user4,Sale,Opportunity,update,/sale/opportunity/update,2024-09-21 18:03:00,18
user4,Inventory,Warehouses,detail,/inventory/warehouses/detail,2024-04-10 07:17:00,7
user9,Purchase,AP Invoice,detail,/purchase/ap_invoice/detail,2024-07-19 10:55:00,10
user10,Purchase,AP Invoice,detail,/purchase/ap_invoice/detail,2024-04-26 10:01:00,10
user7,Production,Production Report,update,/production/production_report/update,2024-08-08 10:31:00,10
user8,Production,Production Report,detail,/production/production_report/detail,2024-01-21 09:47:00,9
user2,Purchase,Purchase Order,list,/purchase/purchase_order/list,2024-12-21 12:00:00,12
user7,Purchase,Purchase Order,create,/purchase/purchase_order/create,2024-04-21 08:39:00,8
user4,Production,Production Report,list,/production/production_report/list,2024-09-08 10:37:00,10
user10,Inventory,Warehouses,detail,/inventory/warehouses/detail,2024-04-05 17:24:00,17
user1,Sale,Quotation,update,/sale/quotation/update,2024-07-06 18:53:00,18
user7,Inventory,Goods Issue,update,/inventory/goods_issue/update,2024-08-12 16:05:00,16
user6,Sale,Opportunity,list,/sale/opportunity/list,2024-10-19 09:36:00,9
user6,Production,Production Report,update,/production/production_report/update,2024-05-19 13:41:00,13
user7,Inventory,Warehouses,list,/inventory/warehouses/list,2024-04-24 16:29:00,16
user10,Purchase,Purchase Request,list,/purchase/purchase_request/list,2024-08-07 07:02:00,7
user4,Sale,Quotation,list,/sale/quotation/list,2024-03-22 07:06:00,7
user7,Purchase,AP Invoice,list,/purchase/ap_invoice/list,2024-03-29 15:45:00,15
user7,Purchase,Purchase Order,detail,/purchase/purchase_order/detail,2024-02-16 16:02:00,16
user5,Production,Production BOM,detail,/production/production_bom/detail,2024-01-29 15:04:00,15
user6,Inventory,Warehouses,update,/inventory/warehouses/update,2024-04-17 12:35:00,12
user2,Inventory,Warehouses,update,/inventory/warehouses/update,2024-06-14 09:03:00,9
user5,Inventory,Goods Receipt,detail,/inventory/goods_receipt/detail,2024-10-29 14:15:00,14
user6,Production,Production BOM,detail,/production/production_bom/detail,2024-05-10 08:56:00,8
user5,Production,Production BOM,detail,/production/production_bom/detail,2024-08-23 18:11:00,18
user2,Production,Production BOM,create,/production/production_bom/create,2024-06-05 15:33:00,15
user3,Sale,Opportunity,create,/sale/opportunity/create,2024-03-30 12:51:00,12
user2,Production,Production BOM,create,/production/production_bom/create,2024-02-10 13:40:00,13
user1,Purchase,AP Invoice,create,/purchase/ap_invoice/create,2024-09-11 09:46:00,9
user7,Production,Production Order,detail,/production/production_order/detail,2024-10-25 16:12:00,16
user3,Purchase,Purchase Order,update,/purchase/purchase_order/update,2024-10-30 07:41:00,7
user1,Sale,Sale Order,list,/sale/sale_order/list,2024-12-12 10:34:00,10
user9,Purchase,Purchase Order,detail,/purchase/purchase_order/detail,2024-04-17 17:42:00,17
user6,Sale,Opportunity,detail,/sale/opportunity/detail,2024-08-26 09:25:00,9
user8,Inventory,Goods Issue,update,/inventory/goods_issue/update,2024-03-09 13:31:00,13
user9,Sale,Quotation,list,/sale/quotation/list,2024-04-22 15:26:00,15
user10,Purchase,Purchase Order,detail,/purchase/purchase_order/detail,2024-08-18 12:24:00,12
user4,Purchase,AP Invoice,list,/purchase/ap_invoice/list,2024-12-15 18:20:00,18
user10,Production,Production BOM,create,/production/production_bom/create,2024-08-21 08:41:00,8
user10,Sale,Sale Order,create,/sale/sale_order/create,2024-11-19 17:28:00,17
user6,Inventory,Goods Receipt,create,/inventory/goods_receipt/create,2024-05-16 15:09:00,15
user9,Sale,Quotation,list,/sale/quotation/list,2024-10-11 17:26:00,17
user3,Production,Production BOM,list,/production/production_bom/list,2024-05-28 11:42:00,11
user2,Inventory,Goods Receipt,detail,/inventory/goods_receipt/detail,2024-03-28 18:46:00,18
user3,Production,Production Report,list,/production/production_report/list,2024-11-14 10:25:00,10
user7,Purchase,Purchase Order,update,/purchase/purchase_order/update,2024-02-22 15:41:00,15
